Primary,State,County,Year,percent
1365,Minnesota,Mille Lacs County,2013,35.9
1366,Minnesota,Morrison County,2013,34.3
1367,Minnesota,Mower County,2013,30.8
1368,Minnesota,Murray County,2013,29.8
1369,Minnesota,Nicollet County,2013,29.9
1370,Minnesota,Nobles County,2013,28.8
1371,Minnesota,Norman County,2013,28.2
1372,Minnesota,Olmsted County,2013,25.6
1373,Minnesota,Otter Tail County,2013,29.4
1374,Minnesota,Pennington County,2013,27.5
1375,Minnesota,Pine County,2013,36.2
1376,Minnesota,Pipestone County,2013,28.4
1377,Minnesota,Polk County,2013,33.5
1378,Minnesota,Pope County,2013,32.1
1379,Minnesota,Ramsey County,2013,25.8
1380,Minnesota,Red Lake County,2013,32.8
1381,Minnesota,Redwood County,2013,32.6
1382,Minnesota,Renville County,2013,29.5
1383,Minnesota,Rice County,2013,31.5
1384,Minnesota,Rock County,2013,28.4
1385,Minnesota,Roseau County,2013,29.3
1386,Minnesota,St. Louis County,2013,27.1
1387,Minnesota,Scott County,2013,24.6
1388,Minnesota,Sherburne County,2013,28.8
1389,Minnesota,Sibley County,2013,33.3
1390,Minnesota,Stearns County,2013,27.6
1391,Minnesota,Steele County,2013,30.5
1392,Minnesota,Stevens County,2013,33.5
1393,Minnesota,Swift County,2013,28.6
1394,Minnesota,Todd County,2013,30.4
1395,Minnesota,Traverse County,2013,32.1
1396,Minnesota,Wabasha County,2013,32.2
1397,Minnesota,Wadena County,2013,29.2
1398,Minnesota,Waseca County,2013,33.7
1399,Minnesota,Washington County,2013,26.1
1400,Minnesota,Watonwan County,2013,26.9
1401,Minnesota,Wilkin County,2013,28.5
1402,Minnesota,Winona County,2013,28.9
1403,Minnesota,Wright County,2013,28
1404,Minnesota,Yellow Medicine County,2013,29
1405,Mississippi,Adams County,2013,37.7
1406,Mississippi,Alcorn County,2013,37.9
1407,Mississippi,Amite County,2013,42.3
1408,Mississippi,Attala County,2013,39.2
1409,Mississippi,Benton County,2013,37
1410,Mississippi,Bolivar County,2013,37.5
1411,Mississippi,Calhoun County,2013,35.8
1412,Mississippi,Carroll County,2013,34.2
1413,Mississippi,Chickasaw County,2013,33.4
1414,Mississippi,Choctaw County,2013,31.7
1415,Mississippi,Claiborne County,2013,47.6
1416,Mississippi,Clarke County,2013,34.8
1417,Mississippi,Clay County,2013,35.3
1418,Mississippi,Coahoma County,2013,42.9
1419,Mississippi,Copiah County,2013,37.4
1420,Mississippi,Covington County,2013,36.3
1421,Mississippi,DeSoto County,2013,35.9
1422,Mississippi,Forrest County,2013,34.4
1423,Mississippi,Franklin County,2013,35.6
1424,Mississippi,George County,2013,34.2
1425,Mississippi,Greene County,2013,38.5
1426,Mississippi,Grenada County,2013,38.9
1427,Mississippi,Hancock County,2013,31.9
1428,Mississippi,Harrison County,2013,32.3
1429,Mississippi,Hinds County,2013,34.9
1430,Mississippi,Holmes County,2013,46.1
1431,Mississippi,Humphreys County,2013,41.6
1432,Mississippi,Issaquena County,2013,34.4
1433,Mississippi,Itawamba County,2013,34.5
1434,Mississippi,Jackson County,2013,32
1435,Mississippi,Jasper County,2013,37.9
1436,Mississippi,Jefferson County,2013,44.5
1437,Mississippi,Jefferson Davis County,2013,39.4
1438,Mississippi,Jones County,2013,38.4
1439,Mississippi,Kemper County,2013,36.9
1440,Mississippi,Lafayette County,2013,34.3
1441,Mississippi,Lamar County,2013,32.8
1442,Mississippi,Lauderdale County,2013,32.3
1443,Mississippi,Lawrence County,2013,36.8
1444,Mississippi,Leake County,2013,40.9
1445,Mississippi,Lee County,2013,33
1446,Mississippi,Leflore County,2013,44
1447,Mississippi,Lincoln County,2013,39.1
1448,Mississippi,Lowndes County,2013,34.3
1449,Mississippi,Madison County,2013,28.6
1450,Mississippi,Marion County,2013,34.2
1451,Mississippi,Marshall County,2013,39.1
1452,Mississippi,Monroe County,2013,38
1453,Mississippi,Montgomery County,2013,38.3
1454,Mississippi,Neshoba County,2013,37.5
1455,Mississippi,Newton County,2013,34.8
1456,Mississippi,Noxubee County,2013,40.6
1457,Mississippi,Oktibbeha County,2013,34.2
1458,Mississippi,Panola County,2013,36
1459,Mississippi,Pearl River County,2013,33.7
1460,Mississippi,Perry County,2013,37.2
1461,Mississippi,Pike County,2013,37.2
1462,Mississippi,Pontotoc County,2013,31.1
1463,Mississippi,Prentiss County,2013,33.1
1464,Mississippi,Quitman County,2013,41.5
1465,Mississippi,Rankin County,2013,31.5
1466,Mississippi,Scott County,2013,33.7
1467,Mississippi,Sharkey County,2013,37.5
1468,Mississippi,Simpson County,2013,37.7
1469,Mississippi,Smith County,2013,36.8
1470,Mississippi,Stone County,2013,35.8
1471,Mississippi,Sunflower County,2013,42.2
1472,Mississippi,Tallahatchie County,2013,39.6
1473,Mississippi,Tate County,2013,37.4
1474,Mississippi,Tippah County,2013,33.9
1475,Mississippi,Tishomingo County,2013,36.6
1476,Mississippi,Tunica County,2013,40.7
1477,Mississippi,Union County,2013,33.2
1478,Mississippi,Walthall County,2013,38.3
1479,Mississippi,Warren County,2013,32.7
1480,Mississippi,Washington County,2013,38.9
1481,Mississippi,Wayne County,2013,38.2
1482,Mississippi,Webster County,2013,33.9
1483,Mississippi,Wilkinson County,2013,39.9
1484,Mississippi,Winston County,2013,36.4
1485,Mississippi,Yalobusha County,2013,38.6
1486,Mississippi,Yazoo County,2013,38.8
1487,Missouri,Adair County,2013,29
1488,Missouri,Andrew County,2013,29.3
1489,Missouri,Atchison County,2013,29.8
1490,Missouri,Audrain County,2013,34.7
1491,Missouri,Barry County,2013,32.4
1492,Missouri,Barton County,2013,35.3
1493,Missouri,Bates County,2013,32.1
1494,Missouri,Benton County,2013,31.2
1495,Missouri,Bollinger County,2013,33.1
1496,Missouri,Boone County,2013,28.4
1497,Missouri,Buchanan County,2013,32.6
1498,Missouri,Butler County,2013,35.1
1499,Missouri,Caldwell County,2013,37.2
1500,Missouri,Callaway County,2013,34.3
1501,Missouri,Camden County,2013,28.5
1502,Missouri,Cape Girardeau County,2013,31.9
1503,Missouri,Carroll County,2013,35.4
1504,Missouri,Carter County,2013,31.1
1505,Missouri,Cass County,2013,30.3
1506,Missouri,Cedar County,2013,31
1507,Missouri,Chariton County,2013,30.4
1508,Missouri,Christian County,2013,29.1
1509,Missouri,Clark County,2013,34.3
1510,Missouri,Clay County,2013,29.3
1511,Missouri,Clinton County,2013,34.5
1512,Missouri,Cole County,2013,30.7
1513,Missouri,Cooper County,2013,35.4
1514,Missouri,Crawford County,2013,32.4
1515,Missouri,Dade County,2013,34.3
1516,Missouri,Dallas County,2013,33.7
1517,Missouri,Daviess County,2013,32.6
1518,Missouri,DeKalb County,2013,36.1
1519,Missouri,Dent County,2013,34.6
1520,Missouri,Douglas County,2013,32.5
1521,Missouri,Dunklin County,2013,32
1522,Missouri,Franklin County,2013,30.4
1523,Missouri,Gasconade County,2013,35
1524,Missouri,Gentry County,2013,28.7
1525,Missouri,Greene County,2013,32
1526,Missouri,Grundy County,2013,32.6
1527,Missouri,Harrison County,2013,34.1
1528,Missouri,Henry County,2013,29.5
1529,Missouri,Hickory County,2013,29.2
1530,Missouri,Holt County,2013,32.5
1531,Missouri,Howard County,2013,33.9
1532,Missouri,Howell County,2013,31.5
1533,Missouri,Iron County,2013,35.1
1534,Missouri,Jackson County,2013,31
1535,Missouri,Jasper County,2013,34.5
1536,Missouri,Jefferson County,2013,30.4
1537,Missouri,Johnson County,2013,30.9
1538,Missouri,Knox County,2013,31.7
1539,Missouri,Laclede County,2013,31.1
1540,Missouri,Lafayette County,2013,29.1
1541,Missouri,Lawrence County,2013,30
1542,Missouri,Lewis County,2013,35.5
1543,Missouri,Lincoln County,2013,31.5
1544,Missouri,Linn County,2013,30.6
1545,Missouri,Livingston County,2013,28.8
1546,Missouri,McDonald County,2013,28.1
1547,Missouri,Macon County,2013,32.8
1548,Missouri,Madison County,2013,34.3
1549,Missouri,Maries County,2013,33.7
1550,Missouri,Marion County,2013,37.3
1551,Missouri,Mercer County,2013,33.4
1552,Missouri,Miller County,2013,30.8
1553,Missouri,Mississippi County,2013,31.9
1554,Missouri,Moniteau County,2013,28.3
1555,Missouri,Monroe County,2013,30.8
1556,Missouri,Montgomery County,2013,33.9
1557,Missouri,Morgan County,2013,28.3
1558,Missouri,New Madrid County,2013,33.1
1559,Missouri,Newton County,2013,32
1560,Missouri,Nodaway County,2013,29.7
1561,Missouri,Oregon County,2013,32.4
1562,Missouri,Osage County,2013,33.3
1563,Missouri,Ozark County,2013,33.4
1564,Missouri,Pemiscot County,2013,34.4
1565,Missouri,Perry County,2013,33
1566,Missouri,Pettis County,2013,36.5
1567,Missouri,Phelps County,2013,27
1568,Missouri,Pike County,2013,28.8
1569,Missouri,Platte County,2013,30.8
1570,Missouri,Polk County,2013,29.4
1571,Missouri,Pulaski County,2013,28.4
1572,Missouri,Putnam County,2013,31.9
1573,Missouri,Ralls County,2013,32.6
1574,Missouri,Randolph County,2013,33
1575,Missouri,Ray County,2013,34.8
1576,Missouri,Reynolds County,2013,32.6
1577,Missouri,Ripley County,2013,34.3
1578,Missouri,St. Charles County,2013,25
1579,Missouri,St. Clair County,2013,28.6
1580,Missouri,Ste. Genevieve County,2013,30.1
1581,Missouri,St. Francois County,2013,32.8
1582,Missouri,St. Louis County,2013,29
1583,Missouri,Saline County,2013,37.6
1584,Missouri,Schuyler County,2013,30.3
1585,Missouri,Scotland County,2013,31.2
1586,Missouri,Scott County,2013,36.5
1587,Missouri,Shannon County,2013,29.7
1588,Missouri,Shelby County,2013,33.1
1589,Missouri,Stoddard County,2013,32.8
1590,Missouri,Stone County,2013,33.2
1591,Missouri,Sullivan County,2013,35.7
1592,Missouri,Taney County,2013,30.9
1593,Missouri,Texas County,2013,32.6
1594,Missouri,Vernon County,2013,30.3
1595,Missouri,Warren County,2013,28.4
1596,Missouri,Washington County,2013,33.6
1597,Missouri,Wayne County,2013,36.1
1598,Missouri,Webster County,2013,33.8
1599,Missouri,Worth County,2013,30.2
1600,Missouri,Wright County,2013,31.4
1601,Missouri,St. Louis city,2013,33.8
1602,Montana,Beaverhead County,2013,24.2
1603,Montana,Big Horn County,2013,38.8
1604,Montana,Blaine County,2013,35.6
1605,Montana,Broadwater County,2013,30.4
1606,Montana,Carbon County,2013,24
1607,Montana,Carter County,2013,25
1608,Montana,Cascade County,2013,28.2
1609,Montana,Chouteau County,2013,26.2
1610,Montana,Custer County,2013,30.6
1611,Montana,Daniels County,2013,25.5
1612,Montana,Dawson County,2013,30.9
1613,Montana,Deer Lodge County,2013,25.9
1614,Montana,Fallon County,2013,27.7
1615,Montana,Fergus County,2013,26
1616,Montana,Flathead County,2013,23.1
1617,Montana,Gallatin County,2013,15.5
1618,Montana,Garfield County,2013,25.9
1619,Montana,Glacier County,2013,34.2
1620,Montana,Golden Valley County,2013,24.4
1621,Montana,Granite County,2013,29
1622,Montana,Hill County,2013,33.4
1623,Montana,Jefferson County,2013,27.5
1624,Montana,Judith Basin County,2013,28.8
1625,Montana,Lake County,2013,27.7
1626,Montana,Lewis and Clark County,2013,24.3
1627,Montana,Liberty County,2013,26.5
1628,Montana,Lincoln County,2013,28.8
1629,Montana,McCone County,2013,23.8
1630,Montana,Madison County,2013,21.7
1631,Montana,Meagher County,2013,23.9
1632,Montana,Mineral County,2013,27.7
1633,Montana,Missoula County,2013,22.2
1634,Montana,Musselshell County,2013,27.5
1635,Montana,Park County,2013,22.6
1636,Montana,Petroleum County,2013,24.6
1637,Montana,Phillips County,2013,29
1638,Montana,Pondera County,2013,29.4
1639,Montana,Powder River County,2013,27.3
1640,Montana,Powell County,2013,28
1641,Montana,Prairie County,2013,26.2
1642,Montana,Ravalli County,2013,23.3
1643,Montana,Richland County,2013,30.7
1644,Montana,Roosevelt County,2013,36.9
1645,Montana,Rosebud County,2013,35.6
1646,Montana,Sanders County,2013,26.8
1647,Montana,Sheridan County,2013,29.8
1648,Montana,Silver Bow County,2013,25.5
1649,Montana,Stillwater County,2013,21.8
1650,Montana,Sweet Grass County,2013,24.3
1651,Montana,Teton County,2013,26.7
1652,Montana,Toole County,2013,26.5
1653,Montana,Treasure County,2013,25.6
1654,Montana,Valley County,2013,29.2
1655,Montana,Wheatland County,2013,25.3
1656,Montana,Wibaux County,2013,26.6
1657,Montana,Yellowstone County,2013,25.1
1658,Nebraska,Adams County,2013,33
1659,Nebraska,Antelope County,2013,27.6
1660,Nebraska,Arthur County,2013,29.7
1661,Nebraska,Banner County,2013,33.5
1662,Nebraska,Blaine County,2013,29.1
1663,Nebraska,Boone County,2013,31.6
1664,Nebraska,Box Butte County,2013,33.9
1665,Nebraska,Boyd County,2013,34.2
1666,Nebraska,Brown County,2013,30.2
1667,Nebraska,Buffalo County,2013,30.1
1668,Nebraska,Burt County,2013,31
1669,Nebraska,Butler County,2013,32
1670,Nebraska,Cass County,2013,35.4
1671,Nebraska,Cedar County,2013,28.3
1672,Nebraska,Chase County,2013,30.6
1673,Nebraska,Cherry County,2013,26.2
1674,Nebraska,Cheyenne County,2013,31.5
1675,Nebraska,Clay County,2013,32.9
1676,Nebraska,Colfax County,2013,31.5
1677,Nebraska,Cuming County,2013,29.7
1678,Nebraska,Custer County,2013,32
1679,Nebraska,Dakota County,2013,35.8
1680,Nebraska,Dawes County,2013,27.3
1681,Nebraska,Dawson County,2013,33.8
1682,Nebraska,Deuel County,2013,30.1
1683,Nebraska,Dixon County,2013,31.5
1684,Nebraska,Dodge County,2013,32.7
1685,Nebraska,Douglas County,2013,27.8
1686,Nebraska,Dundy County,2013,35.3
1687,Nebraska,Fillmore County,2013,33.4
1688,Nebraska,Franklin County,2013,36.7
1689,Nebraska,Frontier County,2013,35.5
1690,Nebraska,Furnas County,2013,33.9
1691,Nebraska,Gage County,2013,34.1
1692,Nebraska,Garden County,2013,32.6
1693,Nebraska,Garfield County,2013,28.4
1694,Nebraska,Gosper County,2013,34.4
1695,Nebraska,Grant County,2013,28.3
1696,Nebraska,Greeley County,2013,32.4
1697,Nebraska,Hall County,2013,33.9
1698,Nebraska,Hamilton County,2013,32.5
1699,Nebraska,Harlan County,2013,32.1
1700,Nebraska,Hayes County,2013,33.2
1701,Nebraska,Hitchcock County,2013,35.9
1702,Nebraska,Holt County,2013,30.2
1703,Nebraska,Hooker County,2013,26.6
1704,Nebraska,Howard County,2013,29.4
1705,Nebraska,Jefferson County,2013,36.2
1706,Nebraska,Johnson County,2013,30.3
1707,Nebraska,Kearney County,2013,31.1
1708,Nebraska,Keith County,2013,27.5
1709,Nebraska,Keya Paha County,2013,29.6
1710,Nebraska,Kimball County,2013,31.4
1711,Nebraska,Knox County,2013,31.6
1712,Nebraska,Lancaster County,2013,26
1713,Nebraska,Lincoln County,2013,31.7
1714,Nebraska,Logan County,2013,31.1
1715,Nebraska,Loup County,2013,30.7
1716,Nebraska,McPherson County,2013,30.5
1717,Nebraska,Madison County,2013,32.6
1718,Nebraska,Merrick County,2013,32.6
1719,Nebraska,Morrill County,2013,30.2
1720,Nebraska,Nance County,2013,29.8
1721,Nebraska,Nemaha County,2013,35.5
1722,Nebraska,Nuckolls County,2013,33.5
1723,Nebraska,Otoe County,2013,33.9
1724,Nebraska,Pawnee County,2013,29.8
1725,Nebraska,Perkins County,2013,24.5
1726,Nebraska,Phelps County,2013,33.4
1727,Nebraska,Pierce County,2013,34.1
1728,Nebraska,Platte County,2013,29.3
1729,Nebraska,Polk County,2013,29.5
1730,Nebraska,Red Willow County,2013,31.9
1731,Nebraska,Richardson County,2013,36.7
1732,Nebraska,Rock County,2013,30.3
1733,Nebraska,Saline County,2013,33
1734,Nebraska,Sarpy County,2013,30.6
1735,Nebraska,Saunders County,2013,28.6
1736,Nebraska,Scotts Bluff County,2013,33.9
1737,Nebraska,Seward County,2013,29.4
1738,Nebraska,Sheridan County,2013,30.2
1739,Nebraska,Sherman County,2013,33.1
1740,Nebraska,Sioux County,2013,32.3
1741,Nebraska,Stanton County,2013,34.3
1742,Nebraska,Thayer County,2013,30.2
1743,Nebraska,Thomas County,2013,32.8
1744,Nebraska,Thurston County,2013,41.8
1745,Nebraska,Valley County,2013,32.3
1746,Nebraska,Washington County,2013,31.5
1747,Nebraska,Wayne County,2013,29.6
1748,Nebraska,Webster County,2013,32.9
1749,Nebraska,Wheeler County,2013,28.1
1750,Nebraska,York County,2013,33.6
1751,Nevada,Churchill County,2013,25.5
1752,Nevada,Clark County,2013,27.8
1753,Nevada,Douglas County,2013,21.4
1754,Nevada,Elko County,2013,30.3
1755,Nevada,Esmeralda County,2013,25.5
1756,Nevada,Eureka County,2013,27.2
1757,Nevada,Humboldt County,2013,25.7
1758,Nevada,Lander County,2013,30.4
1759,Nevada,Lincoln County,2013,25.9
1760,Nevada,Lyon County,2013,29.8
1761,Nevada,Mineral County,2013,28
1762,Nevada,Nye County,2013,31.5
1763,Nevada,Pershing County,2013,31.1
1764,Nevada,Storey County,2013,26.9
1765,Nevada,Washoe County,2013,21.8
1766,Nevada,White Pine County,2013,28.7
1767,Nevada,Carson City,2013,24.6
1768,New Hampshire,Belknap County,2013,31.3
1769,New Hampshire,Carroll County,2013,25.2
1770,New Hampshire,Cheshire County,2013,27.4
1771,New Hampshire,Coos County,2013,30.5
1772,New Hampshire,Grafton County,2013,25.3
1773,New Hampshire,Hillsborough County,2013,28.5
1774,New Hampshire,Merrimack County,2013,29.5
1775,New Hampshire,Rockingham County,2013,26.1
1776,New Hampshire,Strafford County,2013,29.1
1777,New Hampshire,Sullivan County,2013,28.8
1778,New Jersey,Atlantic County,2013,27.6
1779,New Jersey,Bergen County,2013,21.5
1780,New Jersey,Burlington County,2013,28
1781,New Jersey,Camden County,2013,30.2
1782,New Jersey,Cape May County,2013,27.9
1783,New Jersey,Cumberland County,2013,34.5
1784,New Jersey,Essex County,2013,28.7
1785,New Jersey,Gloucester County,2013,30.3
1786,New Jersey,Hudson County,2013,23.9
1787,New Jersey,Hunterdon County,2013,22.3
1788,New Jersey,Mercer County,2013,24.6
1789,New Jersey,Middlesex County,2013,25
1790,New Jersey,Monmouth County,2013,23.2
1791,New Jersey,Morris County,2013,21
1792,New Jersey,Ocean County,2013,28.1
1793,New Jersey,Passaic County,2013,25.7
1794,New Jersey,Salem County,2013,33.9
1795,New Jersey,Somerset County,2013,22.6
1796,New Jersey,Sussex County,2013,26.2
1797,New Jersey,Union County,2013,24.7
1798,New Jersey,Warren County,2013,28.8
1799,New Mexico,Bernalillo County,2013,21.5
1800,New Mexico,Catron County,2013,20.3
1801,New Mexico,Chaves County,2013,29.2
1802,New Mexico,Cibola County,2013,31.2
1803,New Mexico,Colfax County,2013,22
1804,New Mexico,Curry County,2013,30.5
1805,New Mexico,De Baca County,2013,22.9
1806,New Mexico,Do¤a Ana County,2013,23.6
1807,New Mexico,Eddy County,2013,31.2
1808,New Mexico,Grant County,2013,21.8
1809,New Mexico,Guadalupe County,2013,27.3
1810,New Mexico,Harding County,2013,22.9
1811,New Mexico,Hidalgo County,2013,22.9
1812,New Mexico,Lea County,2013,33.8
1813,New Mexico,Lincoln County,2013,19.9
1814,New Mexico,Los Alamos County,2013,19.9
1815,New Mexico,Luna County,2013,24.3
1816,New Mexico,McKinley County,2013,35.1
1817,New Mexico,Mora County,2013,22.6
1818,New Mexico,Otero County,2013,25.1
1819,New Mexico,Quay County,2013,32
1820,New Mexico,Rio Arriba County,2013,24.5
1821,New Mexico,Roosevelt County,2013,26.9
1822,New Mexico,Sandoval County,2013,23.8
1823,New Mexico,San Juan County,2013,31.7
1824,New Mexico,San Miguel County,2013,22.6
1825,New Mexico,Santa Fe County,2013,13.7
1826,New Mexico,Sierra County,2013,21
1827,New Mexico,Socorro County,2013,26.3
1828,New Mexico,Taos County,2013,17.4
1829,New Mexico,Torrance County,2013,26.1
1830,New Mexico,Union County,2013,27
1831,New Mexico,Valencia County,2013,26.6
1832,New York,Albany County,2013,25.4
1833,New York,Allegany County,2013,29.6
1834,New York,Bronx County,2013,30.4
1835,New York,Broome County,2013,27.3
1836,New York,Cattaraugus County,2013,28.1
1837,New York,Cayuga County,2013,30.6
1838,New York,Chautauqua County,2013,29.6
1839,New York,Chemung County,2013,29.1
1840,New York,Chenango County,2013,30.3
1841,New York,Clinton County,2013,30.3
1842,New York,Columbia County,2013,25
1843,New York,Cortland County,2013,26.8
1844,New York,Delaware County,2013,27.9
1845,New York,Dutchess County,2013,25.9
1846,New York,Erie County,2013,26.7
1847,New York,Essex County,2013,27.3
1848,New York,Franklin County,2013,30.3
1849,New York,Fulton County,2013,30.1
1850,New York,Genesee County,2013,26.8
1851,New York,Greene County,2013,27.9
1852,New York,Hamilton County,2013,26.1
1853,New York,Herkimer County,2013,29.6
1854,New York,Jefferson County,2013,28.4
1855,New York,Kings County,2013,22.7
1856,New York,Lewis County,2013,33.7
1857,New York,Livingston County,2013,31.2
1858,New York,Madison County,2013,26.1
1859,New York,Monroe County,2013,27.7
1860,New York,Montgomery County,2013,26
1861,New York,Nassau County,2013,23.5
1862,New York,New York County,2013,14.7
1863,New York,Niagara County,2013,30.4
1864,New York,Oneida County,2013,31.4
1865,New York,Onondaga County,2013,27.9
1866,New York,Ontario County,2013,29.4
1867,New York,Orange County,2013,28.8
1868,New York,Orleans County,2013,28.5
1869,New York,Oswego County,2013,29.2
1870,New York,Otsego County,2013,26
1871,New York,Putnam County,2013,24.1
1872,New York,Queens County,2013,23.8
1873,New York,Rensselaer County,2013,27.4
1874,New York,Richmond County,2013,28.2
1875,New York,Rockland County,2013,22.4
1876,New York,St. Lawrence County,2013,28.2
1877,New York,Saratoga County,2013,26.7
1878,New York,Schenectady County,2013,26.1
1879,New York,Schoharie County,2013,26.2
1880,New York,Schuyler County,2013,30.8
1881,New York,Seneca County,2013,28.9
1882,New York,Steuben County,2013,30.8
1883,New York,Suffolk County,2013,23.1
1884,New York,Sullivan County,2013,29.3
1885,New York,Tioga County,2013,29.3
1886,New York,Tompkins County,2013,25.3
1887,New York,Ulster County,2013,27.2
1888,New York,Warren County,2013,27.4
1889,New York,Washington County,2013,31.9
1890,New York,Wayne County,2013,30.2
1891,New York,Westchester County,2013,20.3
1892,New York,Wyoming County,2013,25.6
1893,New York,Yates County,2013,26.6
1894,North Carolina,Alamance County,2013,35.1
1895,North Carolina,Alexander County,2013,34
1896,North Carolina,Alleghany County,2013,27.1
1897,North Carolina,Anson County,2013,34.6
1898,North Carolina,Ashe County,2013,29.1
1899,North Carolina,Avery County,2013,26
1900,North Carolina,Beaufort County,2013,33
1901,North Carolina,Bertie County,2013,35.5
1902,North Carolina,Bladen County,2013,38.2
1903,North Carolina,Brunswick County,2013,28
1904,North Carolina,Buncombe County,2013,23.5
1905,North Carolina,Burke County,2013,32.4
1906,North Carolina,Cabarrus County,2013,30
1907,North Carolina,Caldwell County,2013,32.7
1908,North Carolina,Camden County,2013,31
1909,North Carolina,Carteret County,2013,25.8
1910,North Carolina,Caswell County,2013,36
1911,North Carolina,Catawba County,2013,29.5
1912,North Carolina,Chatham County,2013,27.1
1913,North Carolina,Cherokee County,2013,30
1914,North Carolina,Chowan County,2013,34.2
1915,North Carolina,Clay County,2013,28.7
1916,North Carolina,Cleveland County,2013,30.9
1917,North Carolina,Columbus County,2013,31.2
1918,North Carolina,Craven County,2013,30.1
1919,North Carolina,Cumberland County,2013,32.3
1920,North Carolina,Currituck County,2013,28.9
1921,North Carolina,Dare County,2013,27.4
1922,North Carolina,Davidson County,2013,31.4
1923,North Carolina,Davie County,2013,29.1
1924,North Carolina,Duplin County,2013,32
1925,North Carolina,Durham County,2013,29.2
1926,North Carolina,Edgecombe County,2013,40.8
1927,North Carolina,Forsyth County,2013,31.4
1928,North Carolina,Franklin County,2013,31.2
1929,North Carolina,Gaston County,2013,33.3
1930,North Carolina,Gates County,2013,33.9
1931,North Carolina,Graham County,2013,27.5
1932,North Carolina,Granville County,2013,35.8
1933,North Carolina,Greene County,2013,35.9
1934,North Carolina,Guilford County,2013,30.7
1935,North Carolina,Halifax County,2013,39
1936,North Carolina,Harnett County,2013,33.2
1937,North Carolina,Haywood County,2013,30
1938,North Carolina,Henderson County,2013,27.1
1939,North Carolina,Hertford County,2013,36.9
1940,North Carolina,Hoke County,2013,34.7
1941,North Carolina,Hyde County,2013,29.7
1942,North Carolina,Iredell County,2013,29.1
1943,North Carolina,Jackson County,2013,31.4
1944,North Carolina,Johnston County,2013,35.5
1945,North Carolina,Jones County,2013,33.9
1946,North Carolina,Lee County,2013,29.9
1947,North Carolina,Lenoir County,2013,37.2
1948,North Carolina,Lincoln County,2013,27.6
1949,North Carolina,McDowell County,2013,30.9
1950,North Carolina,Macon County,2013,27.4
1951,North Carolina,Madison County,2013,24.8
1952,North Carolina,Martin County,2013,38
1953,North Carolina,Mecklenburg County,2013,23.9
1954,North Carolina,Mitchell County,2013,29.2
1955,North Carolina,Montgomery County,2013,30.7
1956,North Carolina,Moore County,2013,27.4
1957,North Carolina,Nash County,2013,31.5
1958,North Carolina,New Hanover County,2013,24.9
1959,North Carolina,Northampton County,2013,38.5
1960,North Carolina,Onslow County,2013,29.7
1961,North Carolina,Orange County,2013,23.3
1962,North Carolina,Pamlico County,2013,31.5
1963,North Carolina,Pasquotank County,2013,35.4
1964,North Carolina,Pender County,2013,31.1
1965,North Carolina,Perquimans County,2013,32.6
1966,North Carolina,Person County,2013,32.7
1967,North Carolina,Pitt County,2013,34.3
1968,North Carolina,Polk County,2013,27.3
1969,North Carolina,Randolph County,2013,32.2
1970,North Carolina,Richmond County,2013,37.9
1971,North Carolina,Robeson County,2013,39.6
1972,North Carolina,Rockingham County,2013,35.4
1973,North Carolina,Rowan County,2013,32.7
1974,North Carolina,Rutherford County,2013,28.7
1975,North Carolina,Sampson County,2013,36.7
1976,North Carolina,Scotland County,2013,36.4
1977,North Carolina,Stanly County,2013,30
1978,North Carolina,Stokes County,2013,33.8
1979,North Carolina,Surry County,2013,30.9
1980,North Carolina,Swain County,2013,33.3
1981,North Carolina,Transylvania County,2013,24.3
1982,North Carolina,Tyrrell County,2013,30.8
1983,North Carolina,Union County,2013,26.5
1984,North Carolina,Vance County,2013,38.2
1985,North Carolina,Wake County,2013,24.8
1986,North Carolina,Warren County,2013,39.2
1987,North Carolina,Washington County,2013,32.8
1988,North Carolina,Watauga County,2013,26.4
1989,North Carolina,Wayne County,2013,34.4
1990,North Carolina,Wilkes County,2013,26.7
1991,North Carolina,Wilson County,2013,36.8
1992,North Carolina,Yadkin County,2013,31
1993,North Carolina,Yancey County,2013,27
1994,North Dakota,Adams County,2013,31.9
1995,North Dakota,Barnes County,2013,34.7
1996,North Dakota,Benson County,2013,31
1997,North Dakota,Billings County,2013,28.3
1998,North Dakota,Bottineau County,2013,31
1999,North Dakota,Bowman County,2013,30.3
2000,North Dakota,Burke County,2013,28.9
2001,North Dakota,Burleigh County,2013,29.1
2002,North Dakota,Cass County,2013,29.1
2003,North Dakota,Cavalier County,2013,32.1
2004,North Dakota,Dickey County,2013,33.4
2005,North Dakota,Divide County,2013,27.1
2006,North Dakota,Dunn County,2013,33.5
2007,North Dakota,Eddy County,2013,31.5
2008,North Dakota,Emmons County,2013,30.9
2009,North Dakota,Foster County,2013,30.5
2010,North Dakota,Golden Valley County,2013,32.1
2011,North Dakota,Grand Forks County,2013,30.1
2012,North Dakota,Grant County,2013,33.3
2013,North Dakota,Griggs County,2013,26.9
2014,North Dakota,Hettinger County,2013,29.1
2015,North Dakota,Kidder County,2013,30.1
2016,North Dakota,LaMoure County,2013,33.4
2017,North Dakota,Logan County,2013,32.8
2018,North Dakota,McHenry County,2013,31.7
2019,North Dakota,McIntosh County,2013,32.8
2020,North Dakota,McKenzie County,2013,32.8
2021,North Dakota,McLean County,2013,33.4
2022,North Dakota,Mercer County,2013,31.8
